# ls=  1.0000, ts=  0.0000, gs=  2.0000, mst=  0.5000, msb=  1.5000
    0.00000000    0.50000000
    0.01201850    0.49399075
    0.02403701    0.48798150
    0.03605551    0.48197224
    0.04807402    0.47596299
    0.06009252    0.46995374
    0.07211103    0.46394449
    0.08412953    0.45793524
    0.09614803    0.45192598
    0.10816654    0.44591673
    0.12018504    0.43990748
    0.13220355    0.43389823
    0.14422205    0.42788897
    0.15624056    0.42187972
    0.16825906    0.41587047
    0.18027756    0.40986122
    0.19229607    0.40385197
    0.20431457    0.39784271
    0.21633308    0.39183346
    0.22835158    0.38582421
    0.24037009    0.37981496
    0.25238859    0.37380571
    0.26440709    0.36779645
    0.27642560    0.36178720
    0.28844410    0.35577795
    0.30046261    0.34976870
    0.31248111    0.34375944
    0.32449961    0.33775019
    0.33651812    0.33174094
    0.34853662    0.32573169
    0.36055513    0.31972244
    0.37257363    0.31371318
    0.38459214    0.30770393
    0.39661064    0.30169468
    0.40862914    0.29568543
    0.42064765    0.28967618
    0.43266615    0.28366692
    0.44468466    0.27765767
    0.45670316    0.27164842
    0.46872167    0.26563917
    0.48074017    0.25962991
    0.49275867    0.25362066
    0.50477718    0.24761141
    0.51679568    0.24160216
    0.52881419    0.23559291
    0.54083269    0.22958365
    0.55285120    0.22357440
    0.56486970    0.21756515
    0.57688820    0.21155590
    0.58890671    0.20554665
    0.60092521    0.19953739
    0.61294372    0.19352814
    0.62496222    0.18751889
    0.63698073    0.18150964
    0.64899923    0.17550039
    0.66101773    0.16949113
    0.67303624    0.16348188
    0.68505474    0.15747263
    0.69707325    0.15146338
    0.70909175    0.14545412
    0.72111026    0.13944487
    0.73312876    0.13343562
    0.74514726    0.12742637
    0.75716577    0.12141712
    0.76918427    0.11540786
    0.78120278    0.10939861
    0.79322128    0.10338936
    0.80523978    0.09738011
    0.81725829    0.09137086
    0.82927679    0.08536160
    0.84129530    0.07935235
    0.85331380    0.07334310
    0.86533231    0.06733385
    0.87735081    0.06132459
    0.88936931    0.05531534
    0.90138782    0.04930609
    0.91340632    0.04329684
    0.92542483    0.03728759
    0.93744333    0.03127833
    0.94946184    0.02526908
    0.96148034    0.01925983
    0.97349884    0.01325058
    0.98551735    0.00724133
    0.99753585    0.00123207
    1.00955436    0.00477718
    1.02157286    0.01078643
    1.03359137    0.01679568
    1.04560987    0.02280493
    1.05762837    0.02881419
    1.06964688    0.03482344
    1.08166538    0.04083269
    1.09368389    0.04684194
    1.10570239    0.05285120
    1.11772090    0.05886045
    1.12973940    0.06486970
    1.14175790    0.07087895
    1.15377641    0.07688820
    1.16579491    0.08289746
    1.17781342    0.08890671
    1.18983192    0.09491596
    1.20185043    0.10092521
    1.21386893    0.10693446
    1.22588743    0.11294372
    1.23790594    0.11895297
    1.24992444    0.12496222
    1.26194295    0.13097147
    1.27396145    0.13698073
    1.28597995    0.14298998
    1.29799846    0.14899923
    1.31001696    0.15500848
    1.32203547    0.16101773
    1.33405397    0.16702699
    1.34607248    0.17303624
    1.35809098    0.17904549
    1.37010948    0.18505474
    1.38212799    0.19106399
    1.39414649    0.19707325
    1.40616500    0.20308250
    1.41818350    0.20909175
    1.43020201    0.21510100
    1.44222051    0.22111026
    1.45423901    0.22709549
    1.46625752    0.23301229
    1.47827602    0.23886371
    1.49029453    0.24465326
    1.50231303    0.25038385
    1.51433154    0.25605744
    1.52635004    0.26167570
    1.53836854    0.26723886
    1.55038705    0.27274628
    1.56240555    0.27819652
    1.57442406    0.27996042
    1.58644256    0.27941442
    1.59846107    0.27884425
    1.61047957    0.27825600
    1.62249807    0.27765314
    1.63451658    0.27703924
    1.64653508    0.27641208
    1.65855359    0.27577806
    1.67057209    0.27514174
    1.68259060    0.27449457
    1.69460910    0.27385003
    1.70662760    0.27319711
    1.71864611    0.27254794
    1.73066461    0.27189480
    1.74268312    0.27124186
    1.75470162    0.27059260
    1.76672012    0.26994308
    1.77873863    0.26929267
    1.79075713    0.26864614
    1.80277564    0.26800339
    1.81479414    0.26736435
    1.82681265    0.26672894
    1.83883115    0.26609313
    1.85084965    0.26546164
    1.86286816    0.26483450
    1.87488666    0.26421178
    1.88690517    0.26359353
    1.89892367    0.26297986
    1.91094218    0.26237088
    1.92296068    0.26176672
    1.93497918    0.26116755
    1.94699769    0.26057354
    1.95901619    0.25998488
    1.97103470    0.25940179
    1.98305320    0.25882417
    1.99507171    0.25824800
    2.00709021    0.25767744
    2.01910871    0.25711277
    2.03112722    0.25655430
    2.04314572    0.25600235
    2.05516423    0.25545723
    2.06718273    0.25491829
    2.07920124    0.25437859
    2.09121974    0.25384612
    2.10323824    0.25332127
    2.11525675    0.25280444
    2.12727525    0.25229179
    2.13929376    0.25177996
    2.15131226    0.25127675
    2.16333077    0.25078261
    2.17534927    0.25029196
    2.18736777    0.24980281
    2.19938628    0.24932349
    2.21140478    0.24885448
    2.22342329    0.24838058
    2.23544179    0.24791697
    2.24746030    0.24746456
    2.25947880    0.24700903
    2.27149730    0.24656236
    2.28351581    0.24612787
    2.29553431    0.24568809
    2.30755282    0.24525988
    2.31957132    0.24484034
    2.33158982    0.24441862
    2.34360833    0.24401067
    2.35562683    0.24360293
    2.36764534    0.24320234
    2.37966384    0.24281187
    2.39168235    0.24241905
    2.40370085    0.24204182
