# ls=  1.0000, ts=  0.5000, gs=  0.5000, mst=  1.5000, msb=  0.5000, d0= -0.5000
    0.27500000    0.03269417
    0.27625000    0.03510198
    0.27750000    0.03750951
    0.27875000    0.03991677
    0.28000000    0.04232381
    0.28125000    0.04472817
    0.28250000    0.04712774
    0.28375000    0.04952923
    0.28500000    0.05193237
    0.28625000    0.05433695
    0.28750000    0.05674229
    0.28875000    0.05914739
    0.29000000    0.06155216
    0.29125000    0.06395670
    0.29250000    0.06635614
    0.29375000    0.06875418
    0.29500000    0.07115357
    0.29625000    0.07355418
    0.29750000    0.07595588
    0.29875000    0.07835844
    0.30000000    0.08076085
    0.30125000    0.08316297
    0.30250000    0.08556110
    0.30375000    0.08795654
    0.30500000    0.08658924
    0.30625000    0.08498452
    0.30750000    0.08338428
    0.30875000    0.08178878
    0.31000000    0.08019598
    0.31125000    0.07859796
    0.31250000    0.07700494
    0.31375000    0.07541723
    0.31500000    0.07382792
    0.31625000    0.07223730
    0.31750000    0.07065232
    0.31875000    0.06907338
    0.32000000    0.06748694
    0.32125000    0.06590463
    0.32250000    0.06432878
    0.32375000    0.06275285
    0.32500000    0.06117315
    0.32625000    0.05960040
    0.32750000    0.05803515
    0.32875000    0.05645898
    0.33000000    0.05488930
    0.33125000    0.05332778
    0.33250000    0.05176106
    0.33375000    0.05019445
    0.33500000    0.04863679
    0.33625000    0.04708055
    0.33750000    0.04551697
    0.33875000    0.04396329
    0.34000000    0.04241633
    0.34125000    0.04085578
    0.34250000    0.03930629
    0.34375000    0.03776923
    0.34500000    0.03621205
    0.34625000    0.03466700
    0.34750000    0.03313622
    0.34875000    0.03158465
    0.35000000    0.03004443
    0.35125000    0.02852099
    0.35250000    0.02697480
    0.35375000    0.02543998
    0.35500000    0.02392543
    0.35625000    0.02238135
    0.35750000    0.02085291
    0.35875000    0.01935006
    0.36000000    0.01780558
    0.36125000    0.01628525
    0.36250000    0.01479102
    0.36375000    0.01324636
    0.36500000    0.01173800
    0.36625000    0.01024897
    0.36750000    0.00870526
    0.36875000    0.00721975
    0.37000000    0.00572815
    0.37125000    0.00418244
    0.37250000    0.00278526
    0.37375000    0.00128289
    0.37500000    0.00021303
    0.37625000    0.00019377
    0.37750000    0.00021555
    0.37875000    0.00015980
    0.38000000    0.00024354
    0.38125000    0.00025866
    0.38250000    0.00022687
    0.38375000    0.00033750
    0.38500000    0.00021340
    0.38625000    0.00024634
    0.38750000    0.00031289
    0.38875000    0.00032391
    0.39000000    0.00045483
    0.39125000    0.00007066
    0.39250000    0.00017999
    0.39375000    0.00014498
    0.39500000    0.00013601
    0.39625000    0.00017012
    0.39750000    0.00027586
    0.39875000    0.00036668
    0.40000000    0.00028160
    0.40125000    0.00008697
    0.40250000    0.00020173
    0.40375000    0.00019782
    0.40500000    0.00070131
    0.40625000    0.00197991
    0.40750000    0.00310639
    0.40875000    0.00444184
    0.41000000    0.00557515
    0.41125000    0.00686772
    0.41250000    0.00804347
    0.41375000    0.00928990
    0.41500000    0.01050155
    0.41625000    0.01171885
    0.41750000    0.01294707
    0.41875000    0.01414364
    0.42000000    0.01537921
    0.42125000    0.01655978
    0.42250000    0.01779240
    0.42375000    0.01896509
    0.42500000    0.02017940
    0.42625000    0.02135840
    0.42750000    0.02255725
    0.42875000    0.02373902
    0.43000000    0.02492445
    0.43125000    0.02610653
    0.43250000    0.02728005
    0.43375000    0.02846065
    0.43500000    0.02962343
    0.43625000    0.03080119
    0.43750000    0.03195412
    0.43875000    0.03312803
    0.44000000    0.03427183
    0.44125000    0.03544108
    0.44250000    0.03657632
    0.44375000    0.03773640
    0.44500000    0.03886743
    0.44625000    0.04001819
    0.44750000    0.04114504
    0.44875000    0.04228697
    0.45000000    0.04340906
    0.45125000    0.04454259
    0.45250000    0.04565940
    0.45375000    0.04678490
    0.45500000    0.04789603
    0.45625000    0.04901381
    0.45750000    0.05011890
    0.45875000    0.05122924
    0.46000000    0.05232799
    0.46125000    0.05343111
    0.46250000    0.05452328
    0.46375000    0.05561940
    0.46500000    0.05670476
    0.46625000    0.05779404
    0.46750000    0.05887242
    0.46875000    0.05995503
    0.47000000    0.06102625
    0.47125000    0.06210234
    0.47250000    0.06316627
    0.47375000    0.06423596
    0.47500000    0.06529248
    0.47625000    0.06635587
    0.47750000    0.06740488
    0.47875000    0.06846209
    0.48000000    0.06950350
    0.48125000    0.07055460
    0.48250000    0.07158833
    0.48375000    0.07263340
    0.48500000    0.07365941
    0.48625000    0.07469626
    0.48750000    0.07571674
    0.48875000    0.07674536
    0.49000000    0.07776034
    0.49125000    0.07878071
    0.49250000    0.07979024
    0.49375000    0.08080234
    0.49500000    0.08180646
    0.49625000    0.08281028
    0.49750000    0.08380902
    0.49875000    0.08480456
    0.50000000    0.08579794
    0.50125000    0.08678521
    0.50250000    0.08777326
    0.50375000    0.08875225
    0.50500000    0.08973499
    0.50625000    0.09070571
    0.50750000    0.09168317
    0.50875000    0.09264563
    0.51000000    0.09361554
    0.51125000    0.09457203
    0.51250000    0.09553348
    0.51375000    0.09648495
    0.51500000    0.09743796
    0.51625000    0.09838442
    0.51750000    0.09932902
    0.51875000    0.10027048
    0.52000000    0.10120669
    0.52125000    0.10214316
    0.52250000    0.10307102
    0.52375000    0.10400249
    0.52500000    0.10492203
