# ws=     150, wn=      10, m1=      10, m2=     130
# ls=  1.0000, ts=  0.5000, gs=  0.5000, d0= -0.5000, d1=  0.5000
# mst=  0.5000, msb=  1.5000
# tn=  1.0000, mn=  1.0000
# t1t=  0.5000, t1b=  0.2000
# t2t=  0.3000, t1b=  0.4000
# Output: ev/ds,g11(iev),g21(iev),g12(iev),g22(iev)
   0.0000010   2.7126881  -0.0000000  -0.0000000   2.8670950
   0.0010010   2.7127534  -0.0000000  -0.0000000   2.8671514
   0.0020010   2.7129491  -0.0000000  -0.0000000   2.8673204
   0.0030010   2.7132751  -0.0000000  -0.0000000   2.8676019
   0.0040010   2.7137316  -0.0000000  -0.0000000   2.8679961
   0.0050010   2.7143185  -0.0000000  -0.0000000   2.8685028
   0.0060010   2.7150359  -0.0000000  -0.0000000   2.8691222
   0.0070010   2.7158839  -0.0000000  -0.0000000   2.8698542
   0.0080010   2.7168624  -0.0000000  -0.0000000   2.8706990
   0.0090010   2.7179717  -0.0000000  -0.0000000   2.8716564
   0.0100009   2.7192118  -0.0000000  -0.0000000   2.8727267
   0.0110009   2.7205828  -0.0000000  -0.0000000   2.8739098
   0.0120009   2.7220848  -0.0000000  -0.0000000   2.8752058
   0.0130009   2.7237180  -0.0000000  -0.0000000   2.8766147
   0.0140009   2.7254825  -0.0000000  -0.0000000   2.8781367
   0.0150009   2.7273784  -0.0000000  -0.0000000   2.8797717
   0.0160009   2.7294059  -0.0000000  -0.0000000   2.8815199
   0.0170009   2.7315651  -0.0000000  -0.0000000   2.8833814
   0.0180009   2.7338563  -0.0000000  -0.0000000   2.8853562
   0.0190009   2.7362796  -0.0000000  -0.0000000   2.8874444
   0.0200009   2.7388352  -0.0000000  -0.0000000   2.8896461
   0.0210009   2.7415234  -0.0000000  -0.0000000   2.8919615
   0.0220009   2.7443444  -0.0000000  -0.0000000   2.8943906
   0.0230009   2.7472983  -0.0000000  -0.0000000   2.8969335
   0.0240009   2.7503855  -0.0000000  -0.0000000   2.8995904
   0.0250009   2.7536062  -0.0000000  -0.0000000   2.9023613
