# ws=     200, wn=      20, m1=      30, m2=     150
# tn=  1.0000, mn=  1.0000, ln=  0.2000, ds=  0.1000, dt=  0.2000
# t1=  0.4000, t2=  0.6000
# Output: ev/ds,i21(iev),c21(iev),i12(iev),c12(iev)
          0.01000000         -0.00000112          0.00050533         -0.00000035          0.00050610
          0.02240000         -0.00000408          0.00112550         -0.00000136          0.00112823
          0.03480000         -0.00000839          0.00174624         -0.00000291          0.00175174
          0.04720000         -0.00001391          0.00236753         -0.00000498          0.00237649
          0.05960000         -0.00002057          0.00298934         -0.00000756          0.00300242
          0.07200000         -0.00002832          0.00361167         -0.00001062          0.00362948
          0.08440000         -0.00003713          0.00423450         -0.00001418          0.00425762
          0.09680000         -0.00004699          0.00485780         -0.00001822          0.00488680
          0.10920000         -0.00005787          0.00548155         -0.00002273          0.00551700
          0.12160000         -0.00006975          0.00610572         -0.00002770          0.00614818
          0.13400000         -0.00008263          0.00673030         -0.00003312          0.00678032
          0.14640000         -0.00009648          0.00735526         -0.00003899          0.00741340
          0.15880000         -0.00011131          0.00798062         -0.00004530          0.00804742
          0.17120000         -0.00012709          0.00860638         -0.00005205          0.00868236
          0.18360000         -0.00014382          0.00923256         -0.00005927          0.00931824
          0.19600000         -0.00016151          0.00985918         -0.00006697          0.00995506
          0.20840000         -0.00018014          0.01048627         -0.00007516          0.01059281
          0.22080000         -0.00019972          0.01111382         -0.00008386          0.01123150
          0.23320000         -0.00022027          0.01174183         -0.00009307          0.01187112
          0.24560000         -0.00024180          0.01237030         -0.00010280          0.01251168
          0.25800000         -0.00026432          0.01299919         -0.00011304          0.01315318
          0.27040000         -0.00028785          0.01362849         -0.00012379          0.01379562
          0.28280000         -0.00031242          0.01425819         -0.00013503          0.01443903
          0.29520000         -0.00033805          0.01488829         -0.00014677          0.01508342
          0.30760000         -0.00036473          0.01551882         -0.00015903          0.01572884
          0.32000000         -0.00039250          0.01614982         -0.00017183          0.01637530
          0.33240000         -0.00042135          0.01678131         -0.00018520          0.01702280
          0.34480000         -0.00045129          0.01741332         -0.00019919          0.01767132
          0.35720000         -0.00048230          0.01804584         -0.00021383          0.01832081
          0.36960000         -0.00051438          0.01867882         -0.00022912          0.01897122
          0.38200000         -0.00054751          0.01931220         -0.00024506          0.01962247
          0.39440000         -0.00058171          0.01994589         -0.00026162          0.02027453
          0.40680000         -0.00061698          0.02057986         -0.00027875          0.02092741
          0.41920000         -0.00065335          0.02121410         -0.00029642          0.02158115
          0.43160000         -0.00069088          0.02184869         -0.00031464          0.02223592
          0.44400000         -0.00072962          0.02248376         -0.00033344          0.02289187
          0.45640000         -0.00076967          0.02311948         -0.00035289          0.02354918
          0.46880000         -0.00081110          0.02375598         -0.00037307          0.02420797
          0.48120000         -0.00085399          0.02439330         -0.00039409          0.02486828
          0.49360000         -0.00089837          0.02503135         -0.00041599          0.02553002
          0.50600000         -0.00094424          0.02566992         -0.00043874          0.02619300
          0.51840000         -0.00099158          0.02630874         -0.00046226          0.02685700
          0.53080000         -0.00104033          0.02694758         -0.00048644          0.02752185
          0.54320000         -0.00109043          0.02758633         -0.00051118          0.02818750
          0.55560000         -0.00114186          0.02822514         -0.00053647          0.02885405
          0.56800000         -0.00119463          0.02886433         -0.00056242          0.02952177
          0.58040000         -0.00124881          0.02950434         -0.00058924          0.03019092
          0.59280000         -0.00130454          0.03014553         -0.00061720          0.03086176
          0.60520000         -0.00136198          0.03078803         -0.00064651          0.03153437
          0.61760000         -0.00142135          0.03143159         -0.00067720          0.03220868
          0.63000000         -0.00148284          0.03207568         -0.00070912          0.03288457
          0.64240000         -0.00154658          0.03271965         -0.00074195          0.03356186
          0.65480000         -0.00161266          0.03336314         -0.00077543          0.03424057
          0.66720000         -0.00168106          0.03400639         -0.00080955          0.03492093
          0.67960000         -0.00175167          0.03465002         -0.00084464          0.03560310
          0.69200000         -0.00182438          0.03529475         -0.00088132          0.03628705
          0.70440000         -0.00189909          0.03594090         -0.00092016          0.03697235
          0.71680000         -0.00197570          0.03658790         -0.00096134          0.03765814
          0.72920000         -0.00205422          0.03723469         -0.00100452          0.03834374
          0.74160000         -0.00213485          0.03787998         -0.00104894          0.03902890
          0.75400000         -0.00221818          0.03852411         -0.00109397          0.03971528
          0.76640000         -0.00230517          0.03916830         -0.00113972          0.04040513
          0.77880000         -0.00239689          0.03981459         -0.00118743          0.04110038
          0.79120000         -0.00249364          0.04046345         -0.00123898          0.04179983
          0.80360000         -0.00259416          0.04111162         -0.00129525          0.04249783
          0.81600000         -0.00269636          0.04175270         -0.00135469          0.04318726
          0.82840000         -0.00279942          0.04238430         -0.00141438          0.04386790
          0.84080000         -0.00290409          0.04300839         -0.00147300          0.04454409
          0.85320000         -0.00301481          0.04363823         -0.00153612          0.04522817
          0.86560000         -0.00313145          0.04425093         -0.00160887          0.04589143
          0.87800000         -0.00324090          0.04482070         -0.00167280          0.04651304
          0.89040000         -0.00335119          0.04537921         -0.00173882          0.04712205
          0.90280000         -0.00345503          0.04588691         -0.00180676          0.04767053
          0.91520000         -0.00353997          0.04628271         -0.00186717          0.04809369
          0.92760000         -0.00358460          0.04648034         -0.00190178          0.04830195
          0.94000000         -0.00359487          0.04651484         -0.00191147          0.04833704
          0.95240000         -0.00360431          0.04654178         -0.00192171          0.04836317
          0.96480000         -0.00361774          0.04658024         -0.00193621          0.04840055
          0.97720000         -0.00364968          0.04669232         -0.00196766          0.04851328
          0.98960000         -0.00367055          0.04684910         -0.00199670          0.04866219
          1.00200000         -0.00367379          0.04688661         -0.00200110          0.04869857
          1.01440000         -0.00367434          0.04690596         -0.00200251          0.04871706
          1.02680000         -0.00367830          0.04692484         -0.00200728          0.04873515
          1.03920000         -0.00368792          0.04695544         -0.00201745          0.04876518
          1.05160000         -0.00370422          0.04700358         -0.00203372          0.04881335
          1.06400000         -0.00373347          0.04710070         -0.00206289          0.04891057
          1.07640000         -0.00379267          0.04726634         -0.00211748          0.04908117
          1.08880000         -0.00384091          0.04742156         -0.00216121          0.04924111
          1.10120000         -0.00384498          0.04745987         -0.00216585          0.04927890
          1.11360000         -0.00384182          0.04747822         -0.00216349          0.04929647
          1.12600000         -0.00383810          0.04749872         -0.00216053          0.04931623
          1.13840000         -0.00383511          0.04751529         -0.00215775          0.04933259
          1.15080000         -0.00383272          0.04753194         -0.00215528          0.04934934
          1.16320000         -0.00383057          0.04755288         -0.00215284          0.04937058
          1.17560000         -0.00383197          0.04757718         -0.00215319          0.04939594
          1.18800000         -0.00383654          0.04761010         -0.00215621          0.04943041
          1.20040000         -0.00384769          0.04767003         -0.00216656          0.04949116
          1.21280000         -0.00387790          0.04777855         -0.00219799          0.04959848
          1.22520000         -0.00388655          0.04782576         -0.00220796          0.04964438
          1.23760000         -0.00388203          0.04784642         -0.00220517          0.04966334
          1.25000000         -0.00387793          0.04786913         -0.00220261          0.04968453
