# ws=     200, wn=      20, m1=      30, m2=     150
# tn=  1.0000, mn=  1.0000, ds=  0.1000
# t1=  0.4000, t2=  0.6000
# Output: ev/ds,p21(iev),p12(iev)
   0.0000010   0.9997279   0.9997343
   0.0062510   0.4997446   0.5006611
   0.0125010   0.4999950   0.5013567
   0.0187510   0.5002360   0.5019661
   0.0250010   0.5004675   0.5025263
   0.0312510   0.5006928   0.5030551
   0.0375010   0.5009137   0.5035617
   0.0437510   0.5011315   0.5040518
   0.0500010   0.5013469   0.5045292
   0.0562510   0.5015600   0.5049959
   0.0625009   0.5017703   0.5054535
   0.0687509   0.5019773   0.5059024
   0.0750009   0.5021800   0.5063430
   0.0812509   0.5023779   0.5067755
   0.0875009   0.5025704   0.5072004
   0.0937509   0.5027576   0.5076182
   0.1000009   0.5029393   0.5080293
   0.1062509   0.5031158   0.5084344
   0.1125009   0.5032872   0.5088337
   0.1187509   0.5034541   0.5092278
   0.1250009   0.5036170   0.5096173
   0.1312509   0.5037770   0.5100029
   0.1375009   0.5039355   0.5103856
   0.1437509   0.5040936   0.5107663
   0.1500009   0.5042527   0.5111457
   0.1562509   0.5044137   0.5115243
   0.1625009   0.5045775   0.5119026
   0.1687509   0.5047450   0.5122809
   0.1750009   0.5049166   0.5126598
   0.1812509   0.5050930   0.5130394
   0.1875008   0.5052738   0.5134198
   0.1937508   0.5054587   0.5138009
   0.2000008   0.5056466   0.5141822
   0.2062508   0.5058363   0.5145632
   0.2125008   0.5060267   0.5149439
   0.2187508   0.5062167   0.5153243
   0.2250008   0.5064052   0.5157045
   0.2312508   0.5065911   0.5160845
   0.2375008   0.5067730   0.5164644
   0.2437508   0.5069502   0.5168442
   0.2500008   0.5071225   0.5172247
   0.2562508   0.5072903   0.5176069
   0.2625008   0.5074547   0.5179919
   0.2687508   0.5076171   0.5183811
   0.2750008   0.5077788   0.5187748
   0.2812508   0.5079412   0.5191736
   0.2875008   0.5081060   0.5195777
   0.2937508   0.5082753   0.5199875
   0.3000008   0.5084512   0.5204031
   0.3062508   0.5086349   0.5208238
   0.3125007   0.5088266   0.5212480
   0.3187507   0.5090255   0.5216732
   0.3250007   0.5092301   0.5220966
   0.3312507   0.5094388   0.5225160
   0.3375007   0.5096497   0.5229293
   0.3437507   0.5098599   0.5233342
   0.3500007   0.5100654   0.5237279
   0.3562507   0.5102618   0.5241079
   0.3625007   0.5104454   0.5244726
   0.3687507   0.5106143   0.5248231
   0.3750007   0.5107681   0.5251620
   0.3812507   0.5109076   0.5254928
   0.3875007   0.5110335   0.5258192
   0.3937507   0.5111476   0.5261449
   0.4000007   0.5112537   0.5264753
   0.4062507   0.5113586   0.5268180
   0.4125007   0.5114712   0.5271819
   0.4187507   0.5116001   0.5275745
   0.4250007   0.5117519   0.5280009
   0.4312507   0.5119311   0.5284629
   0.4375007   0.5121411   0.5289613
   0.4437506   0.5123845   0.5294959
   0.4500006   0.5126616   0.5300644
   0.4562506   0.5129684   0.5306609
   0.4625006   0.5132964   0.5312754
   0.4687506   0.5136338   0.5318961
   0.4750006   0.5139678   0.5325108
   0.4812506   0.5142845   0.5331077
   0.4875006   0.5145693   0.5336748
   0.4937506   0.5148080   0.5342012
   0.5000006   0.5149915   0.5346809
   0.5062506   0.5151174   0.5351147
   0.5125006   0.5151893   0.5355081
   0.5187506   0.5152129   0.5358671
   0.5250006   0.5151963   0.5361981
   0.5312506   0.5151548   0.5365127
   0.5375006   0.5151145   0.5368316
   0.5437506   0.5151077   0.5371805
   0.5500006   0.5151612   0.5375780
   0.5562506   0.5152888   0.5380299
   0.5625005   0.5154957   0.5385339
   0.5687505   0.5157877   0.5390912
   0.5750005   0.5161707   0.5397075
   0.5812505   0.5166396   0.5403819
   0.5875005   0.5171681   0.5410975
   0.5937505   0.5177140   0.5418264
   0.6000005   0.5182349   0.5425459
   0.6062505   0.5186974   0.5432463
   0.6125005   0.5190737   0.5439245
   0.6187505   0.5193363   0.5445746
   0.6250005   0.5194630   0.5451896
   0.6312505   0.5194479   0.5457682
   0.6375005   0.5193099   0.5463210
   0.6437505   0.5190984   0.5468746
   0.6500005   0.5188885   0.5474686
   0.6562505   0.5187558   0.5481325
   0.6625005   0.5187412   0.5488551
   0.6687505   0.5188524   0.5495932
   0.6750005   0.5191044   0.5503230
   0.6812505   0.5195268   0.5510549
   0.6875004   0.5201017   0.5517714
   0.6937504   0.5207199   0.5523816
   0.7000004   0.5212487   0.5527914
   0.7062504   0.5216302   0.5530052
   0.7125004   0.5218552   0.5530906
   0.7187504   0.5218528   0.5530526
   0.7250004   0.5215121   0.5528468
   0.7312504   0.5208631   0.5525632
   0.7375004   0.5201479   0.5524931
   0.7437504   0.5196214   0.5529098
   0.7500004   0.5193491   0.5538466
   0.7562504   0.5193036   0.5551961
   0.7625004   0.5195905   0.5569534
   0.7687504   0.5204045   0.5591781
   0.7750004   0.5216922   0.5616461
   0.7812504   0.5229422   0.5636495
   0.7875004   0.5235569   0.5644561
   0.7937504   0.5234103   0.5639834
   0.8000004   0.5223338   0.5622586
   0.8062504   0.5195122   0.5587193
   0.8125004   0.5151090   0.5538819
   0.8187503   0.5110656   0.5500725
   0.8250003   0.5080151   0.5480027
   0.8312503   0.5042462   0.5455086
   0.8375003   0.5022151   0.5448713
   0.8437503   0.5049239   0.5488117
   0.8500003   0.5109795   0.5546886
   0.8562503   0.5082833   0.5502976
   0.8625003   0.4814323   0.5208449
   0.8687503   0.4615573   0.5025897
   0.8750003   0.4569561   0.4997842
   0.8812503   0.4562558   0.4980759
   0.8875003   0.4440996   0.4834279
   0.8937503   0.4186098   0.4532993
   0.9000003   0.3970898   0.4274669
   0.9062503   0.3632885   0.3893073
   0.9125003   0.2666370   0.2839219
   0.9187503   0.1875716   0.1982303
   0.9250003   0.1202928   0.1261189
   0.9312503   0.0269652   0.0277853
   0.9375002   0.0242655   0.0239480
   0.9437502   0.0140914   0.0136955
   0.9500002   0.0346227   0.0334037
   0.9562502   0.0228972   0.0222967
   0.9625002   0.0424786   0.0412876
   0.9687502   0.0675540   0.0680517
   0.9750002   0.1004255   0.1004079
   0.9812502   0.1359266   0.1177374
   0.9875002   0.0954720   0.0989145
   0.9937502   0.0319913   0.0311156
   1.0000002   0.0330711   0.0316368
   1.0062502   0.0164365   0.0158615
   1.0125002   0.0129856   0.0122863
   1.0187502   0.0174299   0.0165613
   1.0250002   0.0136537   0.0133638
   1.0312502   0.0171647   0.0168029
   1.0375002   0.0281955   0.0281422
   1.0437502   0.0308811   0.0308756
   1.0500002   0.0413413   0.0415030
   1.0562502   0.0734556   0.0712141
   1.0625001   0.0980132   0.0994335
   1.0687501   0.1102118   0.1145070
   1.0750001   0.1331736   0.1382222
   1.0812501   0.1235930   0.1266593
   1.0875001   0.0625834   0.0647440
   1.0937501   0.0196323   0.0191223
   1.1000001   0.0156470   0.0146843
   1.1062501   0.0138901   0.0134972
   1.1125001   0.0183214   0.0176648
   1.1187501   0.0210650   0.0200783
   1.1250001   0.0159765   0.0155500
   1.1312501   0.0091747   0.0092350
   1.1375001   0.0188810   0.0184982
   1.1437501   0.0080666   0.0080231
   1.1500001   0.0160974   0.0166847
   1.1562501   0.0230666   0.0232376
   1.1625001   0.0167281   0.0173240
   1.1687501   0.0172237   0.0181162
   1.1750001   0.0251152   0.0259970
   1.1812501   0.0220476   0.0231783
   1.1875000   0.0322312   0.0334977
   1.1937500   0.0455337   0.0463171
   1.2000000   0.0775392   0.0776530
   1.2062500   0.0867849   0.0852325
   1.2125000   0.0996914   0.0981328
   1.2187500   0.0232861   0.0225601
   1.2250000   0.0115849   0.0102188
   1.2312500   0.0163733   0.0150960
   1.2375000   0.0208777   0.0191103
   1.2437500   0.0200102   0.0185540
   1.2500000   0.0185152   0.0181377
